,ID,Suc_flag,ARPU,PromCnt12,PromCnt36,PromCntMsg12,PromCntMsg36,Class,Age,Gender,HomeOwner,AvgARPU,AvgHomeValue,AvgIncome,Age_empflag,AvgHomeValue_empflag,AvgIncome_empflag,Age_group1,Age_group2
173,2781,1,100.0,4.4,5.0,1.4,1.6,2,52.0,F,H,50.19977573,243200.0,42637.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
174,2796,1,125.0,5.15,7.25,1.8,2.4,4,59.1589722451,M,H,49.91499494,68200.0,45909.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
175,2798,0,,3.25,4.75,1.0,1.4,1,59.1589722451,F,U,48.54584024,107300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
176,2809,1,125.0,5.9,8.0,2.0,2.6,3,29.0,F,H,49.86045008,121900.0,54028.0,False,False,False,"[21, 51]","(20.935, 37.25]"
177,2814,0,,6.0,8.25,2.0,2.8,2,72.0,F,H,47.93769903,44700.0,42648.0,False,False,False,"(69, 86]","(69.75, 86]"
178,2853,1,50.0,5.15,9.75,1.8,3.8,2,59.1589722451,F,U,48.36147296,68200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
179,2861,1,35.0,5.65,10.75,1.8,3.8,2,60.0,M,U,49.77285438,81700.0,57426.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
180,2867,1,65.0,6.65,8.25,2.4,3.0,3,59.1589722451,F,U,47.41520384,47600.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
181,2868,0,,4.75,9.5,1.4,3.0,1,21.0,F,U,49.8870705,160100.0,53513.4573612,False,False,True,"[21, 51]","(20.935, 37.25]"
182,2889,1,15.0,5.65,8.0,1.8,2.6,1,81.0,F,H,47.64862168,20800.0,35250.0,False,False,False,"(69, 86]","(69.75, 86]"
183,2935,1,125.0,7.4,8.25,1.2,1.4,2,59.1589722451,F,H,59.71863842,160900.0,89773.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
184,2941,0,,5.75,10.75,1.2,3.2,2,33.0,F,H,50.22598108,118100.0,62385.0,False,False,False,"[21, 51]","(20.935, 37.25]"
185,2950,1,10.0,8.4,12.75,1.4,1.2,1,59.1589722451,M,H,52.46046922,71700.0,48045.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
186,2951,1,25.0,11.4,16.0,2.4,4.2,1,74.0,M,U,47.59706476,133000.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
187,2952,0,,11.5,16.25,1.4,3.2,2,79.0,F,U,48.06218908,79200.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
188,2964,0,,9.0,14.0,2.2,4.2,2,59.1589722451,M,H,47.8613626,29200.0,40375.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
189,2989,0,,5.0,8.0,0.6,1.8,2,21.0,M,H,60.08785492,85100.0,61132.0,False,False,False,"[21, 51]","(20.935, 37.25]"
190,2996,0,,5.75,10.5,0.8,2.8,4,48.0,F,U,50.35428094,123200.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
191,3008,0,,8.5,14.0,1.4,3.6,2,72.0,M,U,49.33699883,96500.0,42341.0,False,False,False,"(69, 86]","(69.75, 86]"
192,3009,1,100.0,7.15,12.0,1.4,3.2,3,49.0,F,H,50.65974715,118400.0,49566.0,False,False,False,"[21, 51]","(37.25, 53.5]"
193,3011,0,,7.75,13.0,1.6,3.6,1,57.0,F,H,48.98000016,59600.0,71303.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
194,3018,1,125.0,7.15,10.0,1.6,2.4,3,59.1589722451,F,U,49.85082062,142900.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
195,3063,0,,8.0,12.5,1.4,3.4,2,80.0,M,H,52.60828438,452600.0,59553.0,False,False,False,"(69, 86]","(69.75, 86]"
196,3109,1,125.0,10.15,14.0,2.0,1.8,2,63.0,M,H,61.13775498,100200.0,42375.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
197,3118,1,50.0,6.4,7.75,1.0,1.4,4,35.0,F,H,50.14359289,87100.0,58689.0,False,False,False,"[21, 51]","(20.935, 37.25]"
198,3155,0,,7.25,11.75,1.2,2.6,1,77.0,F,H,50.25616368,121700.0,67326.0,False,False,False,"(69, 86]","(69.75, 86]"
199,3214,0,,7.5,13.0,1.4,3.6,1,21.0,M,H,54.78604625,112179.202755,53513.4573612,False,True,True,"[21, 51]","(20.935, 37.25]"
200,3242,0,,7.25,12.0,1.2,3.4,3,66.0,F,U,48.97636283,62900.0,45337.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
201,3252,1,100.0,7.15,11.75,1.4,3.0,3,82.0,F,H,50.46858915,87800.0,50160.0,False,False,False,"(69, 86]","(69.75, 86]"
202,3312,1,75.0,8.4,12.0,2.0,3.4,3,47.0,M,H,49.38170762,93000.0,62681.0,False,False,False,"[21, 51]","(37.25, 53.5]"
203,3412,0,,6.75,11.0,1.4,3.2,2,58.0,F,H,49.70150025,152800.0,51352.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
204,3424,0,,6.75,8.0,1.2,1.6,3,73.0,M,H,64.82118225,85000.0,90238.0,False,False,False,"(69, 86]","(69.75, 86]"
205,3496,1,50.0,6.9,10.25,1.4,2.6,3,30.0,M,U,50.06266787,68800.0,77288.0,False,False,False,"[21, 51]","(20.935, 37.25]"
206,3504,1,85.0,7.65,12.0,1.6,3.2,4,78.0,F,U,50.19232134,70000.0,44295.0,False,False,False,"(69, 86]","(69.75, 86]"
207,3550,1,50.0,6.65,9.75,1.2,1.0,3,86.0,M,U,51.9220122,34200.0,41875.0,False,False,False,"(69, 86]","(69.75, 86]"
208,3553,1,100.0,7.4,11.5,1.6,3.4,1,81.0,M,H,55.55841348,73200.0,52406.0,False,False,False,"(69, 86]","(69.75, 86]"
209,3579,1,90.0,7.4,9.75,1.6,2.4,4,37.0,M,H,53.51696963,393700.0,87880.0,False,False,False,"[21, 51]","(20.935, 37.25]"
210,3608,1,135.0,7.9,12.75,1.8,3.8,2,59.1589722451,M,U,57.19009734,69400.0,31126.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
211,3612,0,,7.0,11.25,1.4,3.0,3,21.0,F,H,50.22925339,134500.0,42275.0,False,False,False,"[21, 51]","(20.935, 37.25]"
212,3631,1,65.0,8.9,11.0,2.0,2.8,4,59.1589722451,M,U,48.13074226,64200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
213,3638,1,75.0,6.9,10.0,1.6,2.8,3,59.1589722451,F,U,48.87343787,95100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
214,3651,1,125.0,7.65,10.75,2.0,3.2,3,67.0,F,H,59.82568181,66800.0,52330.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
215,3685,1,75.0,7.65,12.25,1.8,3.4,3,55.0,F,H,49.95669535,82700.0,40788.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
216,3691,1,100.0,7.15,8.0,1.2,1.0,2,64.0,F,U,57.1067365,60500.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
217,3718,0,,4.75,10.25,1.4,3.6,3,59.1589722451,M,U,68.7930116,80100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
218,3746,1,50.0,5.9,10.75,1.4,3.2,3,58.0,M,H,51.3368668,155500.0,56614.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
219,3763,1,180.0,11.65,16.75,2.8,4.8,3,75.0,M,U,69.51450272,69400.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
220,3825,1,75.0,9.9,14.75,1.6,1.4,3,73.0,M,H,53.8969359,94300.0,50984.0,False,False,False,"(69, 86]","(69.75, 86]"
221,3868,0,,3.25,8.0,1.2,2.8,2,59.1589722451,F,U,50.28301981,54300.0,48058.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
222,3873,0,,4.0,9.25,1.2,3.4,2,74.0,F,H,58.837031,58100.0,50173.0,False,False,False,"(69, 86]","(69.75, 86]"
223,3875,0,,4.75,10.0,1.6,3.6,2,83.0,F,H,58.2474578,56600.0,41801.0,False,False,False,"(69, 86]","(69.75, 86]"
224,3891,1,125.0,8.4,12.25,1.4,3.0,2,82.0,F,H,56.46476339,28300.0,45709.0,False,False,False,"(69, 86]","(69.75, 86]"
225,3918,1,105.0,10.4,14.5,1.4,3.0,4,68.0,F,H,56.5418929,593100.0,155586.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
226,3931,1,50.0,2.9,4.5,0.8,1.4,2,59.1589722451,F,U,56.66701972,52900.0,49240.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
227,3933,1,100.0,4.9,9.0,1.4,2.8,2,31.0,M,U,49.5313185,91200.0,53513.4573612,False,False,True,"[21, 51]","(20.935, 37.25]"
228,3953,1,100.0,3.15,7.5,1.2,1.0,1,59.1589722451,M,H,62.54452267,225400.0,66717.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
229,3964,0,,8.75,14.25,1.4,3.6,3,59.1589722451,M,U,70.78323407,93800.0,43729.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
230,3965,0,,6.0,11.5,1.6,1.6,3,59.1589722451,M,H,72.82755059,450000.0,95776.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
231,3976,0,,7.25,12.25,1.2,3.0,2,70.0,F,U,49.61603468,51000.0,56440.0,False,False,False,"(69, 86]","(69.75, 86]"
232,3985,1,60.0,10.9,16.0,2.4,4.4,3,70.0,F,H,47.77860213,34800.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
233,3995,0,,3.75,9.0,1.2,3.2,2,77.0,M,U,49.71247546,47600.0,34373.0,False,False,False,"(69, 86]","(69.75, 86]"
234,4017,1,75.0,3.65,7.5,1.0,0.8,3,65.0,F,H,59.69104424,572500.0,95837.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
235,4026,1,10.0,3.4,7.25,1.2,3.2,1,68.0,F,H,48.44812898,74800.0,51091.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
236,4048,1,85.0,3.9,7.75,1.4,1.2,3,63.0,F,U,53.72227243,101400.0,37766.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
237,4055,1,50.0,6.65,8.0,0.8,1.2,3,46.0,M,U,50.12477334,124700.0,57337.0,False,False,False,"[21, 51]","(37.25, 53.5]"
238,4094,0,,3.25,5.25,0.4,1.2,1,75.0,F,H,51.42919232,231500.0,106762.0,False,False,False,"(69, 86]","(69.75, 86]"
239,4119,0,,3.25,8.25,0.8,2.6,3,59.1589722451,F,U,76.04900034,70800.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
240,4127,0,,4.25,9.5,1.2,3.2,4,75.0,F,H,51.24152577,87500.0,51904.0,False,False,False,"(69, 86]","(69.75, 86]"
241,4132,0,,7.5,12.75,1.2,3.4,3,71.0,F,U,49.72053721,89400.0,40898.0,False,False,False,"(69, 86]","(69.75, 86]"
242,4150,1,70.0,5.4,10.25,1.4,1.2,3,52.0,F,H,54.30086188,58000.0,47076.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
243,4187,1,125.0,8.65,12.5,1.6,3.4,4,83.0,F,U,48.72155588,95100.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
244,4194,0,,5.0,10.5,1.4,3.6,4,73.0,F,H,90.569,56900.0,58514.0,False,False,False,"(69, 86]","(69.75, 86]"
245,4200,0,,4.75,4.75,1.2,1.2,3,53.0,M,H,77.23268981,92300.0,46312.0,False,False,False,"(51, 59.159]","(37.25, 53.5]"
246,4208,0,,4.5,9.0,1.2,1.2,3,59.1589722451,U,U,77.68128772,112179.202755,53513.4573612,True,True,True,"(51, 59.159]","(53.5, 69.75]"
247,4211,1,125.0,4.9,10.0,1.4,3.4,2,57.0,F,U,57.67492057,91900.0,44272.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
248,4225,1,50.0,3.9,8.0,1.2,1.0,1,21.0,M,U,53.14510449,100300.0,36193.0,False,False,False,"[21, 51]","(20.935, 37.25]"
249,4240,0,,2.5,5.25,0.8,1.8,2,59.1589722451,F,U,49.37642857,97100.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
250,4243,1,100.0,4.15,8.75,1.4,1.2,3,51.0,F,H,54.29499908,86700.0,31228.0,False,False,False,"[21, 51]","(37.25, 53.5]"
251,4254,1,100.0,8.4,12.5,1.6,1.4,2,49.0,M,U,61.44559816,173800.0,95596.0,False,False,False,"[21, 51]","(37.25, 53.5]"
252,4284,0,,7.25,12.25,1.4,1.4,2,68.0,M,H,63.44152063,61000.0,51002.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
253,4288,0,,6.5,11.0,1.2,3.0,1,84.0,M,H,48.79552081,73300.0,47389.0,False,False,False,"(69, 86]","(69.75, 86]"
254,4300,0,,9.5,14.0,1.2,2.8,3,68.0,M,U,49.53890618,71200.0,38464.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
255,4314,1,30.0,4.15,8.75,1.4,3.2,1,75.0,F,H,49.23102289,67800.0,39604.0,False,False,False,"(69, 86]","(69.75, 86]"
256,4315,0,,8.0,13.0,1.0,2.8,2,35.0,M,H,49.63245811,58400.0,51369.0,False,False,False,"[21, 51]","(20.935, 37.25]"
257,4320,1,75.0,3.9,8.5,1.4,3.0,3,21.0,F,U,51.08599456,73800.0,68684.0,False,False,False,"[21, 51]","(20.935, 37.25]"
258,4321,0,,7.5,12.5,1.0,3.0,1,59.1589722451,F,H,49.0143386,76900.0,50760.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
259,4340,0,,5.5,11.0,1.6,1.6,2,85.0,M,U,60.80900534,56800.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
260,4390,1,50.0,2.9,6.5,1.0,2.4,2,86.0,F,U,49.33772162,72700.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
261,4393,1,50.0,6.9,10.25,1.4,2.6,2,86.0,M,U,49.79913109,104700.0,65650.0,False,False,False,"(69, 86]","(69.75, 86]"
262,4417,0,,8.5,13.25,1.2,3.4,2,74.0,M,H,48.35955848,77800.0,38184.0,False,False,False,"(69, 86]","(69.75, 86]"
263,4432,0,,3.25,8.0,1.2,3.2,2,56.0,F,H,58.81215872,217200.0,60858.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
264,4513,1,100.0,3.9,8.0,1.2,2.6,4,69.0,M,H,51.18380485,63000.0,51918.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
265,4522,1,100.0,4.15,7.5,1.0,2.4,1,83.0,M,U,57.27681999,235600.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
266,4544,1,100.0,15.15,19.5,2.2,3.8,2,59.1589722451,M,U,60.14763671,513200.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
267,4588,1,75.0,10.15,15.0,1.8,3.6,4,81.0,M,U,49.09269209,56100.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
268,4589,0,,5.5,11.0,1.0,3.2,1,56.0,M,H,49.69311781,93800.0,52444.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
269,4590,0,,8.25,13.25,1.2,3.4,4,84.0,F,H,49.3029138,53500.0,32033.0,False,False,False,"(69, 86]","(69.75, 86]"
270,4605,0,,4.25,9.75,1.4,1.4,3,83.0,M,H,73.72574179,206300.0,62136.0,False,False,False,"(69, 86]","(69.75, 86]"
271,4606,1,125.0,5.9,10.5,1.6,1.4,2,72.0,U,U,64.04255279,104500.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
272,4629,1,75.0,4.65,9.75,1.4,3.4,1,74.0,M,H,50.17730061,146000.0,43088.0,False,False,False,"(69, 86]","(69.75, 86]"
273,4632,0,,8.25,13.0,2.4,4.2,4,50.0,M,H,49.58705839,70000.0,57846.0,False,False,False,"[21, 51]","(37.25, 53.5]"
274,4638,1,125.0,7.9,13.0,1.4,3.4,3,73.0,F,H,62.97832236,247300.0,72198.0,False,False,False,"(69, 86]","(69.75, 86]"
275,4644,0,,8.75,13.5,1.0,3.0,3,74.0,M,H,49.88579169,107200.0,56843.0,False,False,False,"(69, 86]","(69.75, 86]"
276,4693,1,90.0,8.15,13.25,2.0,4.0,3,57.0,F,H,51.74924312,242100.0,83472.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
277,4726,0,,6.5,11.5,1.8,3.6,3,21.0,M,U,50.02482337,92100.0,39262.0,False,False,False,"[21, 51]","(20.935, 37.25]"
278,4732,0,,6.0,11.0,0.8,2.6,1,84.0,M,H,49.34377518,47000.0,41550.0,False,False,False,"(69, 86]","(69.75, 86]"
279,4739,0,,3.75,9.0,1.2,3.4,3,83.0,F,H,53.12174691,352000.0,47365.0,False,False,False,"(69, 86]","(69.75, 86]"
280,4746,0,,8.0,13.0,1.4,3.4,2,61.0,M,H,60.23093412,122200.0,32593.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
281,4748,0,,5.75,10.5,1.2,3.0,2,76.0,M,H,50.75110482,156300.0,63171.0,False,False,False,"(69, 86]","(69.75, 86]"
282,4767,0,,6.75,11.0,0.8,2.8,2,59.1589722451,F,U,56.75335684,67500.0,39564.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
283,4786,0,,7.5,12.0,1.0,2.8,4,55.0,M,H,99.44478743,365600.0,73833.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
284,4804,0,,6.5,10.25,1.0,2.4,4,54.0,M,H,52.5518082,257400.0,72040.0,False,False,False,"(51, 59.159]","(53.5, 69.75]"
285,4847,1,50.0,3.9,7.5,1.4,2.6,1,59.1589722451,F,U,49.39499733,70700.0,41408.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
286,4869,0,,7.0,11.75,1.6,3.4,4,77.0,F,U,52.7744094,385400.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
287,4881,1,50.0,5.15,9.25,1.4,3.4,2,23.0,M,U,48.56308828,59900.0,44390.0,False,False,False,"[21, 51]","(20.935, 37.25]"
288,4891,1,100.0,3.9,8.25,1.4,3.0,3,59.1589722451,F,H,51.58820569,149000.0,69171.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
289,4907,1,110.0,3.9,8.75,1.2,3.2,4,59.1589722451,F,U,50.04332099,55300.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
290,4917,1,75.0,2.15,5.25,1.0,2.2,3,58.0,F,U,49.84370834,80100.0,53513.4573612,False,False,True,"(51, 59.159]","(53.5, 69.75]"
291,4956,0,,3.25,8.0,1.2,3.2,2,86.0,M,H,50.2353221,87300.0,78595.0,False,False,False,"(69, 86]","(69.75, 86]"
292,4991,1,115.0,4.15,8.25,1.2,2.6,1,77.0,F,H,56.92534108,43600.0,42565.0,False,False,False,"(69, 86]","(69.75, 86]"
293,5003,0,,4.25,8.75,1.2,2.8,2,65.0,M,H,58.38952767,180000.0,46867.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
294,5023,0,,3.5,8.75,1.2,3.4,1,59.1589722451,F,U,48.97093672,48100.0,41307.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
295,5070,1,50.0,6.65,11.5,1.2,3.0,2,74.0,F,H,49.85380526,65700.0,50546.0,False,False,False,"(69, 86]","(69.75, 86]"
296,5074,1,155.0,6.65,11.25,1.4,3.0,2,80.0,M,H,60.21902589,108900.0,47008.0,False,False,False,"(69, 86]","(69.75, 86]"
297,5123,1,30.0,3.15,6.25,1.2,2.6,1,59.1589722451,F,H,50.08160202,187800.0,56053.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
298,5140,1,35.0,5.9,9.5,1.2,2.4,1,75.0,M,H,52.18840699,324700.0,66882.0,False,False,False,"(69, 86]","(69.75, 86]"
299,5144,1,75.0,11.9,15.25,2.4,3.6,3,59.1589722451,M,H,49.38956156,193800.0,36726.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
300,5172,1,50.0,6.15,10.25,1.4,2.8,3,36.0,M,H,49.7064099,29100.0,39562.0,False,False,False,"[21, 51]","(20.935, 37.25]"
301,5180,1,65.0,5.9,10.5,2.0,3.8,2,78.0,F,H,48.8438591,46900.0,40076.0,False,False,False,"(69, 86]","(69.75, 86]"
302,5261,0,,4.75,9.25,1.2,3.4,2,32.0,M,H,48.17028132,36400.0,33431.0,False,False,False,"[21, 51]","(20.935, 37.25]"
303,5272,1,100.0,3.4,7.5,1.0,0.8,3,72.0,M,U,54.57048234,89500.0,63917.0,False,False,False,"(69, 86]","(69.75, 86]"
304,5321,1,125.0,8.15,11.0,1.8,3.0,2,43.0,U,H,60.99933392,222000.0,66798.0,False,False,False,"[21, 51]","(37.25, 53.5]"
305,5331,1,70.0,7.9,12.5,2.4,4.4,3,59.1589722451,U,U,50.14180795,161800.0,84071.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
306,5335,1,50.0,3.9,8.5,1.4,3.4,3,75.0,F,H,50.08358732,51500.0,71200.0,False,False,False,"(69, 86]","(69.75, 86]"
307,5354,0,,8.25,12.75,1.4,1.4,3,63.0,F,H,53.92939634,92400.0,103129.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
308,5365,0,,8.75,14.0,1.4,1.4,1,77.0,F,U,52.57559306,42500.0,54914.0,False,False,False,"(69, 86]","(69.75, 86]"
309,5366,1,100.0,3.65,7.0,1.0,2.4,4,48.0,F,H,51.36854047,152200.0,48028.0,False,False,False,"[21, 51]","(37.25, 53.5]"
310,5404,1,50.0,3.4,7.5,1.4,1.2,2,61.0,U,U,60.64796537,58700.0,42209.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
311,5405,0,,3.25,7.75,1.2,3.0,2,21.0,M,H,52.82800457,361700.0,51250.0,False,False,False,"[21, 51]","(20.935, 37.25]"
312,5407,0,,7.75,13.25,1.0,1.0,3,72.0,F,U,65.10447636,41000.0,37290.0,False,False,False,"(69, 86]","(69.75, 86]"
313,5424,0,,6.75,12.0,1.2,1.2,3,49.0,M,H,77.06349864,225200.0,100789.0,False,False,False,"[21, 51]","(37.25, 53.5]"
314,5477,0,,5.5,9.25,0.6,1.8,1,59.1589722451,F,U,49.05566304,74600.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
315,5496,1,25.0,3.65,6.5,1.2,1.0,3,84.0,M,H,51.92751576,32300.0,29982.0,False,False,False,"(69, 86]","(69.75, 86]"
316,5497,0,,10.0,14.75,1.6,3.6,1,74.0,F,H,47.53502568,54300.0,36928.0,False,False,False,"(69, 86]","(69.75, 86]"
317,5510,1,100.0,7.65,12.25,2.2,3.8,3,85.0,F,U,49.02247613,70500.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
318,5511,1,105.0,8.65,11.0,0.8,0.6,2,79.0,M,H,61.99909568,149300.0,88668.0,False,False,False,"(69, 86]","(69.75, 86]"
319,5524,1,75.0,9.65,12.75,1.6,2.8,4,74.0,F,H,49.98309847,108400.0,68103.0,False,False,False,"(69, 86]","(69.75, 86]"
320,5532,1,75.0,7.9,12.5,1.4,3.2,3,76.0,M,H,51.23928993,169000.0,83169.0,False,False,False,"(69, 86]","(69.75, 86]"
321,5546,1,50.0,3.65,8.5,1.6,3.4,2,78.0,F,U,49.44709503,71700.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
322,5556,0,,3.25,7.25,0.8,2.4,1,78.0,F,U,49.37856067,55200.0,60140.0,False,False,False,"(69, 86]","(69.75, 86]"
323,5610,1,50.0,9.4,14.0,1.8,3.4,2,86.0,M,H,49.09843451,66600.0,45303.0,False,False,False,"(69, 86]","(69.75, 86]"
324,5613,1,60.0,8.4,12.75,1.4,3.2,2,62.0,F,U,50.50192109,288000.0,53513.4573612,False,False,True,"(59.159, 69]","(53.5, 69.75]"
325,5614,1,95.0,9.65,13.0,1.8,3.6,4,78.0,M,H,49.8391493,180300.0,79882.0,False,False,False,"(69, 86]","(69.75, 86]"
326,5642,1,240.0,7.65,12.75,1.2,3.2,2,59.1589722451,F,H,57.23085754,100000.0,48639.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
327,5681,0,,3.0,8.25,1.2,1.2,2,83.0,F,H,61.56337657,24200.0,31989.0,False,False,False,"(69, 86]","(69.75, 86]"
328,5699,0,,6.0,11.0,1.2,3.2,1,78.0,F,H,48.93178243,64800.0,45887.0,False,False,False,"(69, 86]","(69.75, 86]"
329,5733,1,50.0,4.9,9.0,1.8,3.2,2,59.1589722451,M,U,49.42434285,56900.0,36897.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
330,5742,1,375.0,4.4,9.5,1.4,3.4,4,67.0,F,H,91.11,291000.0,61461.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
331,5770,0,,4.0,9.0,1.2,1.2,4,67.0,F,H,54.4365694,50200.0,37244.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
332,5798,1,250.0,6.65,11.75,1.4,1.2,3,32.0,U,U,90.872,87200.0,67852.0,False,False,False,"[21, 51]","(20.935, 37.25]"
333,5822,1,55.0,5.15,9.75,1.2,2.8,1,68.0,F,H,49.49806219,51300.0,44472.0,False,False,False,"(59.159, 69]","(53.5, 69.75]"
334,5835,1,150.0,8.4,13.25,3.6,5.4,3,59.1589722451,F,U,48.25181646,40400.0,48750.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
335,5852,1,50.0,9.65,14.0,1.4,3.2,2,80.0,M,U,48.20491131,40400.0,34398.0,False,False,False,"(69, 86]","(69.75, 86]"
336,5854,0,,7.75,13.0,1.2,3.4,1,80.0,F,U,47.86891475,60400.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
337,5881,1,60.0,7.15,12.0,1.4,3.4,4,80.0,M,U,52.27187185,246900.0,64579.0,False,False,False,"(69, 86]","(69.75, 86]"
338,5906,0,,4.0,7.75,1.0,2.4,2,75.0,M,H,49.51216626,58400.0,41677.0,False,False,False,"(69, 86]","(69.75, 86]"
339,5949,0,,3.5,7.5,0.8,2.0,4,71.0,F,U,51.31466915,50700.0,44242.0,False,False,False,"(69, 86]","(69.75, 86]"
340,5960,0,,5.0,9.75,1.2,3.2,4,46.0,M,H,51.27650198,150400.0,57000.0,False,False,False,"[21, 51]","(37.25, 53.5]"
341,5967,1,50.0,8.4,12.25,1.2,2.4,2,46.0,M,U,48.70525701,41000.0,53513.4573612,False,False,True,"[21, 51]","(37.25, 53.5]"
342,5968,1,60.0,12.65,17.75,3.6,5.6,1,59.1589722451,F,U,46.13896841,68500.0,53513.4573612,True,False,True,"(51, 59.159]","(53.5, 69.75]"
343,6006,1,500.0,7.65,12.5,1.4,3.4,4,81.0,F,U,88.87516343,94700.0,32981.0,False,False,False,"(69, 86]","(69.75, 86]"
344,6026,0,,7.0,12.5,2.0,4.2,4,74.0,M,U,52.45129952,374000.0,53513.4573612,False,False,True,"(69, 86]","(69.75, 86]"
345,6028,1,75.0,3.9,9.0,1.2,3.2,4,47.0,M,H,53.10883445,245800.0,59190.0,False,False,False,"[21, 51]","(37.25, 53.5]"
346,6034,0,,3.5,8.25,1.2,2.8,3,59.1589722451,F,U,51.37173631,100700.0,60487.0,True,False,False,"(51, 59.159]","(53.5, 69.75]"
347,6046,0,,8.5,13.5,1.2,3.2,2,77.0,M,H,61.49031431,199400.0,52604.0,False,False,False,"(69, 86]","(69.75, 86]"
348,6047,0,,6.75,12.0,1.2,3.4,3,85.0,M,H,53.20823229,349000.0,90677.0,False,False,False,"(69, 86]","(69.75, 86]"
