Zip Code,Adjusted Gross Income,Number of returns,Number of single returns,Number of joint returns,Number of head of household returns,Number with paid preparer's signature,Number of exemptions,Number of dependents,Total prepared returns,Number of volunteer income tax assistance (VITA) prepared returns,Number of tax counseling for the elderly (TCE) prepared returns,"Number of volunteer prepared 
returns with
Earned Income Credit",Number of refund anticipation loan returns,Number of refund anticipation check returns,Number of elderly returns [3],Adjusted gross income (AGI) [4],Number of returns.1,Total Income Amount
98057,"$50,000 under $75,000",1270,750,350,160,500,2260,630,30,0,30,0,0,160,240,77381,1270,78160
98057,"$75,000 under $100,000",690,340,290,50,300,1300,320,0,0,0,0,0,70,150,60072,690,60663
98057,"$100,000 under $200,000",720,230,430,50,350,1530,380,0,0,0,0,0,60,170,95082,720,96053
98057,"$200,000 or more",200,60,130,0,140,420,100,0,0,0,0,0,0,70,125619,200,127370
98058,"$1 under $25,000",5530,4210,590,670,1870,6620,1770,220,140,90,50,0,580,920,68346,5530,69641
98058,"$25,000 under $50,000",4520,2720,920,810,1670,7990,2580,160,90,70,20,40,630,830,167083,4520,169134
98058,"$50,000 under $75,000",3210,1590,1150,400,1270,6190,1830,90,30,60,0,0,340,810,198384,3210,200375
98058,"$75,000 under $100,000",2380,730,1440,180,1010,5450,1630,0,0,0,0,0,190,690,207264,2380,208925
98058,"$100,000 under $200,000",4290,560,3530,180,1680,11530,3710,20,0,20,0,0,230,1140,586028,4290,591289
98058,"$200,000 or more",950,70,860,0,470,2730,920,0,0,0,0,0,0,240,299553,950,303247
98059,"$1 under $25,000",4220,3320,480,390,1490,4650,1040,180,100,90,40,0,330,810,49722,4220,50732
98059,"$25,000 under $50,000",3240,1930,760,490,1250,5700,1720,120,70,50,0,0,390,680,119276,3240,120867
98059,"$50,000 under $75,000",2350,1120,910,270,1010,4770,1510,30,0,30,0,0,220,590,145630,2350,147604
98059,"$75,000 under $100,000",1910,570,1140,160,790,4440,1390,30,0,30,0,0,130,520,166130,1910,167979
98059,"$100,000 under $200,000",4220,540,3470,190,1770,12170,4480,0,0,0,0,0,170,810,592127,4220,597419
98059,"$200,000 or more",1900,100,1760,40,1020,6090,2440,0,0,0,0,0,40,260,679345,1900,686939
98065,"$1 under $25,000",1140,950,100,100,350,1030,220,40,0,40,0,0,90,190,12078,1140,12295
98065,"$25,000 under $50,000",770,490,150,120,300,1270,370,0,0,0,0,0,100,160,28360,770,28843
98065,"$50,000 under $75,000",600,270,220,90,240,1190,380,0,0,0,0,0,60,140,37087,600,37671
98065,"$75,000 under $100,000",580,160,330,70,220,1390,480,0,0,0,0,0,50,120,50216,580,50885
98065,"$100,000 under $200,000",1970,220,1630,100,780,5980,2370,0,0,0,0,0,110,270,285477,1970,288816
98065,"$200,000 or more",1270,50,1190,30,690,4390,1940,0,0,0,0,0,30,90,525354,1270,530707
98070,"$1 under $25,000",1450,1130,190,110,470,1650,280,50,0,50,0,0,70,460,16197,1450,17044
98070,"$25,000 under $50,000",980,610,250,110,380,1560,340,0,0,0,0,0,70,390,35744,980,37059
98070,"$50,000 under $75,000",700,290,350,50,330,1360,320,0,0,0,0,0,50,310,43345,700,44947
98070,"$75,000 under $100,000",540,160,370,20,270,1210,300,0,0,0,0,0,30,270,47238,540,48369
98070,"$100,000 under $200,000",1090,170,880,50,540,2680,710,0,0,0,0,0,40,520,150174,1090,153750
98070,"$200,000 or more",470,70,390,0,320,1230,370,0,0,0,0,0,0,210,209211,470,214124
98072,"$1 under $25,000",2780,2350,230,160,870,2440,380,70,40,30,0,0,170,550,31184,2780,32074
98072,"$25,000 under $50,000",2020,1400,390,200,720,3070,690,30,0,30,0,0,240,450,74425,2020,75968
98072,"$50,000 under $75,000",1430,760,510,140,600,2590,650,0,0,0,0,0,120,460,88996,1430,90969
98072,"$75,000 under $100,000",1130,390,650,80,480,2420,640,0,0,0,0,0,80,400,98548,1130,100215
98072,"$100,000 under $200,000",2880,470,2270,120,1240,7610,2460,0,0,0,0,0,130,790,409481,2880,416001
98072,"$200,000 or more",2010,130,1830,40,1120,6260,2420,0,0,0,0,0,0,420,843695,2010,858062
98074,"$1 under $25,000",2330,2050,180,70,730,1560,250,50,30,30,0,0,100,310,21305,2330,21882
98074,"$25,000 under $50,000",1030,740,180,80,350,1470,290,0,0,0,0,0,80,200,38260,1030,39337
98074,"$50,000 under $75,000",900,460,330,90,390,1630,400,0,0,0,0,0,60,280,55973,900,57446
98074,"$75,000 under $100,000",770,230,460,70,330,1730,500,0,0,0,0,0,40,270,67634,770,69042
98074,"$100,000 under $200,000",3210,350,2680,150,1250,9430,3550,0,0,0,0,0,120,680,475270,3210,481796
98074,"$200,000 or more",3630,120,3440,60,1890,12450,5370,0,0,0,0,0,50,420,1506908,3630,1521307
98075,"$1 under $25,000",2050,1820,150,70,660,1320,230,20,0,20,0,0,90,190,18716,2050,19204
98075,"$25,000 under $50,000",800,550,140,90,270,1190,290,0,0,0,0,0,50,160,29334,800,30042
98075,"$50,000 under $75,000",690,350,250,70,300,1260,310,0,0,0,0,0,40,220,43113,690,44217
98075,"$75,000 under $100,000",590,180,340,70,250,1390,450,0,0,0,0,0,30,190,51683,590,52823
98075,"$100,000 under $200,000",2430,240,2050,120,1020,7370,2880,0,0,0,0,0,70,550,364356,2430,369749
98075,"$200,000 or more",3440,90,3260,80,1820,12070,5380,0,0,0,0,0,50,380,1576407,3440,1593794
98077,"$1 under $25,000",1460,1310,100,40,400,1000,120,0,0,0,0,0,40,190,14107,1460,14538
98077,"$25,000 under $50,000",680,480,140,50,230,990,190,0,0,0,0,0,60,170,24710,680,25349
98077,"$50,000 under $75,000",490,250,190,40,220,870,190,0,0,0,0,0,40,170,30287,490,31073
98077,"$75,000 under $100,000",420,130,250,30,190,880,210,0,0,0,0,0,0,170,36572,420,37459
98077,"$100,000 under $200,000",1500,180,1240,80,680,4170,1440,0,0,0,0,0,70,480,218006,1500,221493
98077,"$200,000 or more",1630,80,1530,0,930,5300,2140,0,0,0,0,0,0,360,765133,1630,775198
98087,"$1 under $25,000",4980,3690,530,680,1810,6620,1880,220,120,90,70,0,540,680,65054,4980,66345
98087,"$25,000 under $50,000",4790,2900,990,790,1740,8690,2930,150,70,70,0,40,710,600,175675,4790,177695
98087,"$50,000 under $75,000",2870,1350,1110,360,1120,5970,2000,50,30,20,0,0,340,420,176599,2870,178570
98087,"$75,000 under $100,000",1990,650,1150,160,840,4620,1480,20,0,20,0,0,200,330,172370,1990,173963
98087,"$100,000 under $200,000",2580,410,2040,130,1070,6970,2350,0,0,0,0,0,170,420,343853,2580,347033
98087,"$200,000 or more",380,40,320,0,220,1030,330,0,0,0,0,0,0,80,118785,380,120249
98092,"$1 under $25,000",5600,4270,560,720,2180,6730,1900,180,120,60,40,30,710,850,67292,5600,68419
98092,"$25,000 under $50,000",4420,2460,1010,860,1770,8450,3040,140,70,70,30,30,730,710,163901,4420,165872
98092,"$50,000 under $75,000",3170,1290,1330,490,1430,7060,2560,20,20,0,0,0,370,700,195741,3170,197857
98092,"$75,000 under $100,000",2460,620,1610,210,1110,6110,2050,20,0,20,0,0,250,620,214023,2460,215884
98092,"$100,000 under $200,000",4180,440,3530,190,1890,11910,4200,0,0,0,0,0,250,950,569054,4180,574070
98092,"$200,000 or more",1010,60,920,20,610,2930,1000,0,0,0,0,0,0,270,552957,1010,557617
98101,"$1 under $25,000",1570,1390,80,70,450,1630,140,160,160,0,70,0,150,310,20330,1570,20866
98101,"$25,000 under $50,000",1650,1450,110,60,440,1920,170,70,70,0,0,0,160,210,60641,1650,61811
98101,"$50,000 under $75,000",1140,940,140,40,370,1400,130,20,20,0,0,0,110,200,70549,1140,71903
98101,"$75,000 under $100,000",800,600,150,20,310,1020,70,0,0,0,0,0,90,140,69290,800,70289
98101,"$100,000 under $200,000",1920,1270,590,30,770,2690,180,0,0,0,0,0,140,340,269128,1920,272300
98101,"$200,000 or more",1220,460,710,30,820,2250,320,0,0,0,0,0,0,340,1007971,1220,1020048
98102,"$1 under $25,000",3010,2820,100,60,680,2910,100,110,90,20,30,0,290,370,40975,3010,42767
98102,"$25,000 under $50,000",4190,3900,170,70,730,4490,160,110,70,30,0,0,470,300,157257,4190,160681
98102,"$50,000 under $75,000",3070,2660,300,60,630,3500,160,0,0,0,0,0,340,240,187514,3070,190874
98102,"$75,000 under $100,000",1780,1380,330,50,510,2260,150,0,0,0,0,0,160,220,154242,1780,156130
98102,"$100,000 under $200,000",3020,1970,960,60,1070,4360,380,0,0,0,0,0,220,420,415033,3020,420126
98102,"$200,000 or more",1590,470,1050,60,1080,3370,740,0,0,0,0,0,0,390,993929,1590,1005827
98103,"$1 under $25,000",5970,5360,290,260,1520,5990,620,300,140,160,70,0,430,970,76813,5970,80331
98103,"$25,000 under $50,000",6940,6020,540,300,1470,8250,820,190,100,90,0,0,720,760,258500,6940,264750
98103,"$50,000 under $75,000",4760,3780,720,170,1200,6130,660,70,30,40,0,0,390,780,293417,4760,298748
98103,"$75,000 under $100,000",3130,1990,980,110,950,4810,700,30,0,30,0,0,250,560,270523,3130,274740
98103,"$100,000 under $200,000",5610,2100,3280,180,2190,11550,2660,0,0,0,0,0,270,1060,785370,5610,796860
98103,"$200,000 or more",3040,520,2440,70,1720,8060,2590,0,0,0,0,0,40,410,1198046,3040,1212196
98104,"$1 under $25,000",2220,1880,170,120,640,2540,330,440,420,20,250,0,260,340,27629,2220,28247
98104,"$25,000 under $50,000",1720,1420,170,90,450,2150,280,120,120,0,0,0,220,190,62252,1720,63458
98104,"$50,000 under $75,000",870,700,130,50,230,1090,90,30,30,0,0,0,100,120,53476,870,54311
98104,"$75,000 under $100,000",540,400,120,0,190,730,70,0,0,0,0,0,50,90,47055,540,47725
98104,"$100,000 under $200,000",970,590,340,40,400,1450,140,0,0,0,0,0,70,190,133201,970,135557
98104,"$200,000 or more",520,170,320,0,400,1030,190,0,0,0,0,0,0,220,418793,520,425753
98105,"$1 under $25,000",6220,5810,210,130,1170,5100,390,240,170,70,60,0,420,440,72337,6220,74877
98105,"$25,000 under $50,000",3500,2990,340,120,670,4190,420,130,90,40,0,0,320,410,124459,3500,126942
98105,"$50,000 under $75,000",1660,1200,350,90,500,2340,330,30,0,30,0,0,130,370,102153,1660,104397
98105,"$75,000 under $100,000",1010,560,380,50,380,1720,330,0,0,0,0,0,60,320,87987,1010,89455
98105,"$100,000 under $200,000",2210,670,1420,90,980,4900,1270,0,0,0,0,0,80,660,313514,2210,319637
98105,"$200,000 or more",2280,200,2000,70,1500,6910,2630,0,0,0,0,0,20,560,1864063,2280,1891251
98106,"$1 under $25,000",3960,2880,350,670,1420,5560,1720,390,330,60,120,40,490,640,51858,3960,52886
98106,"$25,000 under $50,000",3590,2250,610,670,1260,6330,2140,210,180,30,40,0,510,470,131056,3590,132747
98106,"$50,000 under $75,000",2050,1110,650,240,710,3780,1090,90,60,30,0,0,240,300,125304,2050,126925
98106,"$75,000 under $100,000",1350,570,660,100,470,2750,740,0,0,0,0,0,140,200,116957,1350,118118
98106,"$100,000 under $200,000",1690,370,1230,80,680,4040,1120,0,0,0,0,0,130,220,224912,1690,227385
98106,"$200,000 or more",230,40,180,0,130,570,150,0,0,0,0,0,0,30,78422,230,79709
98107,"$1 under $25,000",2910,2650,140,80,730,2830,180,180,40,140,0,0,230,540,37817,2910,39437
98107,"$25,000 under $50,000",3760,3300,240,150,800,4320,340,110,30,70,0,0,420,460,140977,3760,144572
98107,"$50,000 under $75,000",2800,2210,430,110,720,3550,320,40,0,40,0,0,250,420,172618,2800,176011
98107,"$75,000 under $100,000",1860,1220,520,90,560,2770,400,30,0,30,0,0,170,290,161706,1860,164108
98107,"$100,000 under $200,000",3260,1350,1770,100,1200,6260,1230,0,0,0,0,0,190,480,451747,3260,458486
98107,"$200,000 or more",1320,270,1020,30,780,3310,970,0,0,0,0,0,20,180,486632,1320,492876
98108,"$1 under $25,000",4170,2840,620,650,1920,6270,2000,380,350,30,130,0,460,670,54744,4170,55804
98108,"$25,000 under $50,000",3800,2140,900,700,1710,7400,2710,260,240,20,50,0,390,510,137799,3800,139656
98108,"$50,000 under $75,000",1740,850,640,210,860,3530,1160,70,50,20,0,0,130,350,106109,1740,107377
98108,"$75,000 under $100,000",910,380,470,60,440,1930,550,0,0,0,0,0,70,200,78819,910,79666
98108,"$100,000 under $200,000",1250,280,900,70,550,2980,830,0,0,0,0,0,70,240,167058,1250,169205
98108,"$200,000 or more",300,60,230,0,190,760,230,0,0,0,0,0,0,60,113640,300,115590
98109,"$1 under $25,000",2490,2210,130,100,620,2540,240,140,100,40,50,0,240,370,33018,2490,34407
98109,"$25,000 under $50,000",3320,2980,190,90,680,3710,220,80,50,30,0,0,400,320,125842,3320,128701
98109,"$50,000 under $75,000",2810,2390,290,60,730,3300,210,40,20,20,0,0,330,320,174059,2810,176990
98109,"$75,000 under $100,000",2010,1580,360,50,600,2570,210,0,0,0,0,0,210,240,174954,2010,177063
98109,"$100,000 under $200,000",4000,2340,1530,90,1490,6220,690,0,0,0,0,0,310,550,554286,4000,559875
98109,"$200,000 or more",2030,530,1430,50,1280,4630,1180,0,0,0,0,0,30,370,1047538,2030,1061204
98110,"$1 under $25,000",2810,2370,250,150,920,2450,330,70,0,70,0,0,130,700,29645,2810,31111
98110,"$25,000 under $50,000",1490,910,390,150,600,2340,480,60,0,60,0,0,90,580,55318,1490,57217
98110,"$50,000 under $75,000",1270,630,490,130,590,2280,530,50,0,50,0,0,60,610,78937,1270,81371
98110,"$75,000 under $100,000",1070,330,650,70,540,2290,570,0,0,0,0,0,40,560,93470,1070,96541
98110,"$100,000 under $200,000",2840,410,2280,130,1480,7490,2370,0,0,0,0,0,70,1270,403455,2840,414025
98110,"$200,000 or more",2170,180,1920,60,1520,6400,2310,0,0,0,0,0,20,770,1111402,2170,1137108
98112,"$1 under $25,000",2470,2270,90,90,850,2110,190,120,90,30,40,0,150,380,28855,2470,30137
98112,"$25,000 under $50,000",2170,1890,150,100,570,2510,230,90,60,30,0,0,210,340,80624,2170,82564
98112,"$50,000 under $75,000",1600,1270,220,70,480,2030,210,0,0,0,0,0,130,360,98069,1600,100227
98112,"$75,000 under $100,000",1000,630,300,60,410,1480,180,0,0,0,0,0,60,310,86750,1000,88586
98112,"$100,000 under $200,000",2220,950,1150,100,1080,4200,840,0,0,0,0,0,70,700,316986,2220,323033
98112,"$200,000 or more",2880,450,2310,90,2120,7870,2680,0,0,0,0,0,30,810,2429785,2880,2457069
98115,"$1 under $25,000",5740,5140,330,220,1490,5290,570,270,140,140,50,0,370,1060,68017,5740,70732
98115,"$25,000 under $50,000",4970,4090,520,280,1200,6170,740,180,70,110,0,0,480,940,183434,4970,187509
98115,"$50,000 under $75,000",3590,2500,820,220,1140,5200,800,80,20,50,0,0,270,960,221886,3590,226564
98115,"$75,000 under $100,000",2540,1290,1030,170,940,4490,920,40,0,40,0,0,120,770,220861,2540,225114
98115,"$100,000 under $200,000",5850,1400,4160,240,2410,14230,4220,0,0,0,0,0,180,1550,836442,5850,849702
98115,"$200,000 or more",3800,360,3340,90,2200,11470,4320,0,0,0,0,0,40,800,1602427,3800,1625693
98116,"$1 under $25,000",2670,2340,160,120,850,2540,260,140,70,70,20,0,170,670,32712,2670,33872
98116,"$25,000 under $50,000",2760,2250,280,180,820,3430,410,90,60,30,0,0,260,600,103527,2760,105851
98116,"$50,000 under $75,000",2260,1630,440,140,790,3150,450,30,0,30,0,0,200,570,140279,2260,143092
98116,"$75,000 under $100,000",1620,890,590,110,650,2700,490,0,0,0,0,0,120,440,140514,1620,143067
98116,"$100,000 under $200,000",3350,970,2210,140,1510,7520,1960,0,0,0,0,0,130,830,472494,3350,479544
98116,"$200,000 or more",1810,270,1490,50,1160,4840,1540,0,0,0,0,0,20,420,737700,1810,750805
98117,"$1 under $25,000",3520,3080,240,160,1030,3400,410,210,60,160,20,0,250,750,42514,3520,44125
98117,"$25,000 under $50,000",3370,2650,420,230,940,4400,630,130,30,90,0,0,300,720,125786,3370,128847
98117,"$50,000 under $75,000",2460,1620,620,180,850,3670,600,40,0,40,0,0,210,680,151943,2460,155265
98117,"$75,000 under $100,000",1890,840,900,130,750,3600,810,30,0,30,0,0,110,530,165451,1890,168752
98117,"$100,000 under $200,000",4420,960,3270,160,1940,10900,3210,0,0,0,0,0,170,910,627840,4420,638421
98117,"$200,000 or more",2280,240,1990,50,1370,6540,2270,0,0,0,0,0,30,320,860818,2280,875360
98118,"$1 under $25,000",8050,5640,880,1420,3820,11640,3780,700,640,60,240,30,980,1180,104145,8050,106422
98118,"$25,000 under $50,000",6290,3490,1400,1250,2980,11830,4160,440,390,50,80,0,750,1000,228288,6290,231254
98118,"$50,000 under $75,000",3230,1590,1110,460,1540,6400,2070,140,110,30,0,0,310,740,197973,3230,200555
98118,"$75,000 under $100,000",2010,740,1060,170,960,4300,1240,30,0,30,0,0,130,540,173379,2010,175789
98118,"$100,000 under $200,000",2800,630,2010,130,1310,6840,2020,0,0,0,0,0,150,650,382445,2800,387504
98118,"$200,000 or more",1010,150,820,40,670,2730,900,0,0,0,0,0,0,230,407300,1010,414905
98119,"$1 under $25,000",2330,2150,90,80,620,2110,150,110,60,50,20,0,220,390,29797,2330,30924
98119,"$25,000 under $50,000",2970,2610,200,110,660,3400,270,90,40,50,0,0,340,360,111564,2970,114110
98119,"$50,000 under $75,000",2160,1730,310,90,570,2680,220,40,0,40,0,0,210,350,132639,2160,135177
98119,"$75,000 under $100,000",1350,910,360,50,470,1930,220,0,0,0,0,0,130,270,117444,1350,119276
98119,"$100,000 under $200,000",2470,1130,1230,90,1090,4520,820,0,0,0,0,0,160,530,345122,2470,350207
98119,"$200,000 or more",1810,350,1410,50,1170,4730,1510,0,0,0,0,0,30,400,970626,1810,985629
98121,"$1 under $25,000",1630,1480,70,50,420,1610,100,160,130,20,60,0,160,230,20784,1630,21471
98121,"$25,000 under $50,000",1650,1490,90,50,360,1830,130,70,70,0,0,0,220,150,61071,1650,62467
98121,"$50,000 under $75,000",1320,1160,120,40,320,1480,60,0,0,0,0,0,170,140,81995,1320,83345
98121,"$75,000 under $100,000",1240,1020,190,0,340,1490,70,0,0,0,0,0,130,100,108665,1240,109798
98121,"$100,000 under $200,000",3020,2100,810,60,1070,4090,260,0,0,0,0,0,230,260,418690,3020,422703
98121,"$200,000 or more",1400,540,820,40,850,2500,290,0,0,0,0,0,30,290,967477,1400,976258
98122,"$1 under $25,000",5430,4770,180,410,1280,5700,890,400,360,40,130,0,610,570,70545,5430,73020
98122,"$25,000 under $50,000",5450,4700,320,360,1160,6740,1020,220,170,40,30,0,660,400,200884,5450,204916
98122,"$50,000 under $75,000",3210,2680,370,110,800,3950,390,50,50,0,0,0,360,320,196317,3210,199961
98122,"$75,000 under $100,000",1910,1390,430,60,570,2630,290,0,0,0,0,0,160,240,165226,1910,167631
98122,"$100,000 under $200,000",3640,2120,1380,90,1250,5920,900,0,0,0,0,0,250,420,504689,3640,511393
98122,"$200,000 or more",1790,470,1260,50,1100,4160,1110,0,0,0,0,0,20,250,777206,1790,787214
98125,"$1 under $25,000",6100,4920,570,510,1800,7260,1410,570,380,190,120,0,480,1210,78420,6100,80364
98125,"$25,000 under $50,000",5520,3980,870,550,1590,8200,1850,310,200,110,40,0,600,980,201260,5520,204691
98125,"$50,000 under $75,000",3160,1920,940,230,1110,5230,1140,120,60,60,0,0,210,800,194255,3160,197280
98125,"$75,000 under $100,000",1950,840,940,130,730,3770,890,40,0,40,0,0,110,550,168153,1950,170608
98125,"$100,000 under $200,000",3370,730,2490,120,1330,8100,2240,0,0,0,0,0,140,880,463796,3370,470278
98125,"$200,000 or more",1110,120,960,30,680,3080,1020,0,0,0,0,0,20,320,398403,1110,405392
98126,"$1 under $25,000",2550,1930,240,360,850,3500,1060,210,150,60,60,0,290,520,32439,2550,33283
98126,"$25,000 under $50,000",2510,1800,350,310,760,3890,1040,120,90,30,20,0,290,440,93133,2510,94675
98126,"$50,000 under $75,000",1800,1160,440,150,620,2840,610,60,30,30,0,0,180,410,111293,1800,112979
98126,"$75,000 under $100,000",1320,630,580,80,430,2420,520,0,0,0,0,0,110,270,114426,1320,115800
98126,"$100,000 under $200,000",2280,570,1580,110,880,5180,1330,0,0,0,0,0,130,380,315558,2280,320223
98126,"$200,000 or more",770,110,630,30,430,1980,580,0,0,0,0,0,20,110,251684,770,255502
98133,"$1 under $25,000",7210,5790,660,680,2250,8660,1660,680,360,320,140,0,600,1600,94167,7210,96384
98133,"$25,000 under $50,000",6680,4680,1070,810,2050,10200,2490,420,200,220,40,0,730,1250,244304,6680,248029
98133,"$50,000 under $75,000",4060,2410,1200,380,1450,6840,1580,150,70,90,0,0,310,970,248474,4060,252428
98133,"$75,000 under $100,000",2550,1040,1330,160,950,5130,1250,50,0,50,0,0,180,630,220100,2550,222871
98133,"$100,000 under $200,000",3710,790,2760,160,1530,9120,2650,0,0,0,0,0,180,850,499012,3710,504949
98133,"$200,000 or more",740,120,600,0,450,1930,590,0,0,0,0,0,0,180,242424,740,246532
98134,"$1 under $25,000",170,160,0,20,60,180,30,20,20,0,0,0,20,30,2276,170,2313
98134,"$25,000 under $50,000",140,120,30,0,50,160,0,0,0,0,0,0,40,0,4890,140,4989
98134,"$50,000 under $75,000",70,50,0,0,40,110,20,0,0,0,0,0,0,30,4422,70,4528
98134,"$75,000 under $100,000",40,30,0,0,0,40,0,0,0,0,0,0,0,0,3082,40,3082
98134,"$100,000 under $200,000",50,40,40,0,30,90,30,0,0,0,0,0,0,20,6465,50,9181
98134,"$200,000 or more",40,0,0,0,40,70,0,0,0,0,0,0,0,0,68310,40,68310
98136,"$1 under $25,000",1680,1450,110,100,520,1630,190,80,30,40,0,0,110,440,19999,1680,20609
98136,"$25,000 under $50,000",1600,1270,180,130,440,2060,290,90,50,30,0,0,130,380,60012,1600,61487
98136,"$50,000 under $75,000",1280,850,300,90,440,1890,300,30,0,30,0,0,100,380,79863,1280,81423
98136,"$75,000 under $100,000",980,500,390,70,410,1680,320,0,0,0,0,0,60,290,84984,980,86394
98136,"$100,000 under $200,000",2030,500,1450,70,890,4710,1220,0,0,0,0,0,70,520,287213,2030,291469
98136,"$200,000 or more",1100,130,930,40,690,3010,980,0,0,0,0,0,30,230,499810,1100,509676
98144,"$1 under $25,000",4540,3520,370,580,1660,5710,1390,440,400,40,150,0,430,760,59397,4540,60918
98144,"$25,000 under $50,000",4090,2790,560,650,1390,6640,2010,270,240,30,40,0,460,570,148807,4090,151284
98144,"$50,000 under $75,000",2280,1460,550,210,800,3760,940,90,70,20,0,0,200,440,138556,2280,140981
98144,"$75,000 under $100,000",1310,710,490,80,480,2300,510,0,0,0,0,0,90,240,113216,1310,114991
98144,"$100,000 under $200,000",2230,810,1300,100,920,4610,1090,0,0,0,0,0,100,400,310158,2230,314400
98144,"$200,000 or more",1260,230,990,40,840,3290,1040,0,0,0,0,0,20,260,629180,1260,640740
98146,"$1 under $25,000",4190,2950,460,740,1780,5990,1960,360,300,60,100,20,500,730,54237,4190,55103
98146,"$25,000 under $50,000",3690,1950,830,850,1640,7670,3170,260,220,30,50,20,550,620,134815,3690,136179
98146,"$50,000 under $75,000",2110,960,840,270,970,4570,1620,100,70,30,0,0,190,490,129369,2110,130763
